KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
Q87.8,V267,"선천 기형,변형 및 염색체 이상",알포트 증후군,Alport syndrome,"o 신장조직검사에서 전형적인 사구체기저막의 이상소견(basket weave pattern)을 보임
o 가족력이 있으면서 혈뇨가 있고 감각신경성 난청 and/or 눈의 이상 소견이 동반되어 있는 경우
o 질환을 유발하는 유전자이상이 확인되는 경우 유전진단이 가능함","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
Q87.8,V267,"선천 기형,변형 및 염색체 이상",촤지 증후군,CHARGE syndrome,"o 아래의 주증상 및 부증상 중 주증상 4가지 이상 혹은 주증상 3가지+부증상 3가지 이상을 보이는 경우 
(1) 주증상
 (i) 안구 결핍
 (ii) 뒤콧구멍폐쇄/협착
 (iii) 뇌신경 이상
 (iv) 특징적인 귀 이상
 (2) 부증상
 (i) 심장혈관 기형
 (ii) 생식기 형성저하증
 (iii) 입술/구개 갈림
 (iv) 기관지-식도 루
 (v) 특징적인 CHARGE 얼굴
 (vi) 성장 결핍
 (vii) 발달 지연
o 유전학적 검사: CHD7 유전자의 돌연변이
* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요","(영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도 또는 수술필요","(임상진단, 장애정도 또는 수술필요)"
Q87.8,V900,"선천 기형,변형 및 염색체 이상",ADNP 증후군(헬스무르텔-반데르아 증후군),ADNP syndrome(Helsmoortel-VanDerAa Syndrome),"o 임상증상 : 다양한 정도의 지적장애와 자폐스펙트럼장애, 특징적인 얼굴형태 (돌출된 이마, high anterior hair line, 안검하수, 올라간 눈꼬리 혹은 처진 눈꼬리, 넓은 콧잔등, 얇은 윗입술, 작고 낮게 위치한 귀, 컵모양의 귀 등), 근긴장 저하, 경련, 섭식장애, 시각장애, 심장의 구조적 이상 등
o 유전학 검사 : ADNP

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
-­ 장애의 원인 질환이 해당 질환인 경우에 한함
-­ 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록 필요하다 사료될 경우 의료진의 임상소견만으로 등록 가능

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
- 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
Q87.5,V900,"선천 기형,변형 및 염색체 이상",코핀-로우리 증후군,Coffin-Lowry syndrome,"o 임상증상: 심한 발달 지연, 특징적인 얼굴형태 (이마의 돌출과 두꺼운 눈썹, 눈사이거리가 넓고 눈꼬리가 처짐, 낮은 콧등과 뭉툭한 콧날, 입이 크고 두꺼운 입술 등), 작고 유연한 손가락, tapering and soft apperance hands (손가락 끝으로 갈수록 가늘어짐), 가슴모양의 기형, 척추의 측만후만증 등
o 영상검사: 골격계 영상 (Thickened skull with large frontal sinuses, Anterior beaking of the vertebrae with narrow disc spaces, kyphoscoliosis, narrow pelvis, Metacarpal pseudoepiphyses, poor modeling of the middle phalanges, and tufting of the distal phalanges) 뇌 MRI (mild cerebral atrophy, hypoplasia of corpus callosum, periventricular white matter changes in parietal and frontal lobes, and/or compression of the foramen magnum) 등
o 유전학검사: RSP6KA3 유전자 등

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","영상검사, 유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도) 또는 (영상검사, 유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록 필요하다 사료될 경우 의료진의 임상소견만으로 등록

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
Q87.4,V186,"선천 기형,변형 및 염색체 이상",마르팡증후군,Marfan’s syndrome,"o 분자유전학적 검사상 염색체 15번에 위치한 FBN1 유전자의 돌연변이(type 1) 혹은 염색체 3번의 단완(p)(3p22)에 위치하는 TGF-베타 수용체 1/2(TGFBR 1/2)유전자의 돌연변이(type 2)를 확인
o 임상증상: 키가 크고, 마르고, 얼굴과 사지가 길다, 척추측만증, 승모판 탈출증, 기흉, 수정체 위치이상, 녹내장, 백내장, 근시, 안구돌출, 경막확장, 평발, 거미다리증(dolichostenomelia), 거미가락증(arachnodactyly), 오목가슴, 새가슴, 관절 과운동, 손가락굽증(camptodactyly), 긴머리증(dolichocephaly), 작은턱증, 광대뼈 형성저하증(malar hypoplasia), 대동맥판역류(aortic regurgitation), 망막 박리, 서혜부 탈장","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
Q87.3,V244,"선천 기형,변형 및 염색체 이상",소토스 증후군,Sotos syndrome,"o 생후 1 ~ 2년 동안의 신체의 과다발육으로 인해 큰 키와 커다란 머리 크기와 특징적인 얼굴모양, 학습장애가 특징
o 염색체 5q35에 위치하는 NSD1 (nuclear receptor SET-domain-containg protein)의 돌연변이와 미세결실에 의함

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
Q87.3,V900,"선천 기형,변형 및 염색체 이상",베크위트-비데만 증후군,Beckwith-Wiedemann syndrome,"특징적인 임상증상(과성장, 출생시 과체중, 신생아시기 저혈당, 거대혀, 배꼽탈장, 제대탈장, 복벽분리, 반신비대, 복부 배아세포암 등의 임상양상 중 최소 3개 이상 보유)을 보이면서 및 유전자검사 여부가 확인된 경우
o 영상검사: 복부초음파, 골격계X-ray 등
o 유전자검사: 염색체 11p15부위의 메틸화이상 혹은 복제수 변이 등 검사 ","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
Q87.3,V244,"선천 기형,변형 및 염색체 이상",위버 증후군,Weaver syndrome,"o 아래의 대표적 증상을 보이는 경우
 (1) 안면기형- 대두증 (macrocephaly), 넓은 이마 (broad forehead), 양안격리 (hypertelorism/telecanthus), 크고 낮은 귀 (large and low-set ears),길고 뚜렷한 인중 (long and prominent philtrum)작은 턱 (relative micrognathia) 등
 (2) 사지기형: 곤봉지 (prominent finger pads), 가늘고 깊은 손톱 (thin and deeply-set nails), 손가락굽증 (camptodactyly),넓은 장골 (wide distal long bones, foot deformities,) 넓은 엄지 손가락 (broad thumbs) 등.
 (3) 정신지체
o 기타: 낮고 쉰 목소리 (hoarse and low-pitched voice), 근긴장도증가 (hypertonia), 배꼽/서혜부 탈장 (umbilical and inguinal hernia), 늘어진 피부 (excess loose skin)
o EZH2 유전자의 돌연변이

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
Q87.2,V243,"선천 기형,변형 및 염색체 이상",손발톱무릎뼈 증후군,Nail patella syndrome,"o 영상검사 : x-ray상 무릎뼈의 이상
o 유전자 검사:LMX1B 유전자 돌연변이 (90% 이상)
o 임상증상: 신장기능 이상(단백뇨, 혈뇨, 신 증후군 등), 손톱, 무릎뼈 이상","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
Q87.2,V243,"선천 기형,변형 및 염색체 이상",클리펠-트레노우네이-베버 증후군,Klippel-Trénaunay-Weber syndrome,"모세혈관기형(피하혈관종, port wine stain), 편측연부조직 및 골비대, 정맥류, 초음파나 CT, MRI가 진단에 도움이 될 수 있음","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
Q87.2,V243,"선천 기형,변형 및 염색체 이상",루빈스타인-테이비 증후군,Rubinstein-Taybi syndrome,"o 유전자 검사: 16번 염색체 단완 13.3 부위(16p13.3)의 다른 염색체로의 전좌(translocation)를 확인하거나, FISH(형광동소교잡법, fluorescent in situ hydridization) 검사를 통해 미세결실을 확인하면 확진, CREBBP 또는 EP300 유전자 검사로 확진
o 임상증상: 넓은 엄지손가락과 첫 번째 발가락, 특징적인 안면 기형 (좁은 이마, 짙은 눈썹, 긴 콧등, 쳐진 눈 등), 정신지연 등

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","유전학검사, 임상진단, 장애정도 또는 수술필요","(유전학검사, 임상진단, 장애정도 또는 수술필요)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도 또는 수술필요","(임상진단, 장애정도 또는 수술필요)"
Q87.2,V243,"선천 기형,변형 및 염색체 이상",홀트-오람 증후군,Holt-Oram syndrome,"o 영상: 심장 초음파 검사 (일부 환자는 정상일 수 있음). X-ray: 상지기형,
o 유전자: TBX5 유전자의 돌연변이가 확인된 경우 (환자 50%에서 양성),
o 임상증상: 심장의 이상, 상지 기형

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함
 - 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요","영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요","(영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 - 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도 또는 수술필요","(임상진단, 장애정도 또는 수술필요)"
